initial episode,paths
1,1,2,3,8,7,6,11,6,1,6,11,12,17,22,23,22,17,12,11,12,7,8,9,14,9,8,3,8,3,2,7,8,3,4,3,4,9,4,9,10,5,10,9,8,7,8,3,4,5,4,5,10,15,10,9,8,9,10,15,20
494,1,6,7,8,3,8,9,14,14,9,10,15,20,19,20,15,20
4869,1,2,1,2,1,6,7,2,7,6,1,2,7,8,8,7,8,8,3,8,9,8,8,3,8,7,2,7,12,17,22,17,16,21,22,17,16,21,22,17,16,17,16,17,16,11,12,11,16,21,22,21,22,17,18,19,18,17,18,17,16,17,16,11,16,17,18,19,20,19,24,19,20,15,20,19,18,23,22,17,18,18,17,16,17,18,19,24
