1,6,1,6,1,2,1,2,1,6,11,6,7,12,17,16,21,22,17,22,23,22,21,16,17,12,12,17,12,12,11,12,17,12,7,6,11,12,11,12,17,18,23,18,19,20,19,14,14,15,14,15,20,15,10,9,4,5,10,5,4,9,10,15,14,9,10,9,14,19,14,14,15,10,9,10,5,10,15,20,19,24
1,2,1,6,1,6,1,2,3,8,8,8,3,8,7,6,1,2,3,4,5,4,3,8,9,4,9,8,9,8,7,8,9,10,15,14,9,4,5,4,3,2,1,2,1,2,3,4,9,4,3,8,3,8,3,8,7,2,1,6,7,8,3,2,3,8,7,2,1,6,7,12,11,16,17,18,19,18,19,18,19,20,19,20,15,20
1,6,7,2,3,2,1,2,3,8,7,2,1,2,1,6,11,16,17,16,17,12,17,12,17,16,17,22,21,22,21,16,21,16,21,16,11,12,17,22,23,24
